"","...1","url","length_url","length_hostname","ip","nb_dots","nb_hyphens","nb_at","nb_qm","nb_and","nb_or","nb_eq","nb_underscore","nb_tilde","nb_percent","nb_slash","nb_star","nb_colon","nb_comma","nb_semicolumn","nb_dollar","nb_space","nb_www","nb_com","nb_dslash","http_in_path","https_token","ratio_digits_url","ratio_digits_host","punycode","port","tld_in_path","tld_in_subdomain","abnormal_subdomain","nb_subdomains","prefix_suffix","random_domain","shortening_service","path_extension","nb_redirection","nb_external_redirection","length_words_raw","char_repeat","shortest_words_raw","shortest_word_host","shortest_word_path","longest_words_raw","longest_word_host","longest_word_path","avg_words_raw","avg_word_host","avg_word_path","phish_hints","domain_in_brand","brand_in_subdomain","brand_in_path","suspecious_tld","statistical_report","nb_hyperlinks","ratio_intHyperlinks","ratio_extHyperlinks","ratio_nullHyperlinks","nb_extCSS","ratio_intRedirection","ratio_extRedirection","ratio_intErrors","ratio_extErrors","login_form","external_favicon","links_in_tags","submit_email","ratio_intMedia","ratio_extMedia","sfh","iframe","popup_window","safe_anchor","onmouseover","right_clic","empty_title","domain_in_title","domain_with_copyright","whois_registered_domain","domain_registration_length","domain_age","web_traffic","dns_record","google_index","page_rank","status"
"56",7300,"https://civil-campaign-279715.el.r.appspot.com/c:/users/user/downloads",70,38,0,4,2,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0.085714286,0.157894737,0,0,0,0,0,3,0,0,1,0,0,0,10,1,1,1,1,9,8,9,4.8,4.833333333,4.75,0,0,0,0,0,0,21,0.19047619,0.80952381,0,1,0,0.176470588,0,0,0,1,0,0,20,80,0,0,0,25,0,0,0,1,1,0,228,5616,0,0,1,5,1
"57",8097,"http://www.yourdictionary.com/gateway",37,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,3,3,7,14,14,7,8,8.5,7,0,0,0,0,0,0,223,0.995515695,0.004484305,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,98.21428571,0,0,0,1,1,0,449,7586,982,0,0,5,0
"58",1290,"http://lvk.hop.ru",17,10,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,12,0,1,0,2,0,0.583333333,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,1,0,0,53,7253,943419,0,1,1,1
"59",3146,"https://pnpboxes.com/att=termination=request/cancel=verify=att/att-net/start/olam/",82,12,0,1,1,0,0,0,0,4,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,11,3,3,8,3,11,8,11,5.363636364,8,5.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,267,98,0,0,1,0,1
"60",1594,"https://for-sale.yakaz.com/hydrostatic-automatic-transmission",61,18,0,2,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,6,1,3,3,9,12,5,12,7.333333333,4,10.66666667,0,0,0,0,0,0,22,0.727272727,0.272727273,0,0,0,0,0,0,0,1,60,0,100,0,0,0,0,0,0,0,0,1,0,0,26,5452,125976,0,1,3,0
"61",10919,"https://oki.si/pkginfo/change/update.php?do=go/verifying=97614656256756525767548675259725875725998867552578685757867575258675652586752588562421089657077546",155,6,1,2,0,0,1,0,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.632258065,0,0,0,0,0,0,2,0,0,0,0,0,0,9,5,2,3,2,98,3,98,15.11111111,3,16.625,0,0,0,0,0,0,34,0.411764706,0.588235294,0,0,0,0.1,0,0,0,1,40,0,100,0,0,0,0,50,0,0,0,1,1,0,274,3744,0,0,1,2,1
"62",11152,"https://www.pissedconsumer.com/icon-parking/RT-F.html",53,22,0,3,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,7,4,1,3,1,14,14,7,5,8.5,3.6,0,0,0,0,0,0,53,0.660377358,0.339622642,0,0,0,0,0,0.055555556,0,0,100,0,20,80,0,0,0,23.07692308,0,0,0,1,1,0,102,5011,33165,0,1,4,0
"63",6026,"http://www.consul.ru/",21,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,373,0.857908847,0.142091153,0,0,0,0.20754717,0,0.264150943,0,1,34.14634146,0,95,5,0,0,0,93.33333333,0,0,0,1,1,0,190,7501,408392,0,0,3,0
"64",1125,"https://www.eldersdigest.org/",29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0,0,0,0,0,0,0,92,0.913043478,0.086956522,0,0,0,0.625,0,0,0,0,94.73684211,0,100,0,0,0,0,50,0,0,0,1,1,0,624,5219,5928917,0,0,3,0
"65",8627,"http://www.justlookapp.com/blog/wp-content/themes/storefront/assets/fonts/c8fe2373bd59b7bc5e1e8cbdf2578d45/",107,19,1,2,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,0,0,0,1,0.158878505,0,0,0,0,0,0,2,1,0,0,0,0,0,10,6,2,3,2,32,11,32,8.6,7,9,3,0,0,0,0,0,88,0.897727273,0.102272727,0,0,0,0.555555556,0,0.222222222,1,0,85.71428571,0,100,0,0,0,0,85.71428571,0,0,0,1,0,0,145,2047,0,0,1,0,1
"66",5557,"http://secureupdate.appleld.com.duilawyeryork.com/ap/ee82177ae0969fc/?cmd=_update&dispatch=ee82177ae0969fc2b&locale=_",117,42,1,4,0,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0.162393162,0,0,0,0,1,0,3,0,0,0,0,1,0,11,5,2,3,2,17,13,17,8.363636364,8.75,8.142857143,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,14,4003,5828815,0,1,0,1
"67",2661,"http://redeem.backtoblackvinyl.com",34,27,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,6,6,0,16,16,0,11,11,0,0,0,0,0,0,0,28,0.892857143,0.107142857,0,0,0,0.666666667,0,0,0,0,66.66666667,0,0,0,0,0,0,90.47619048,0,0,0,1,1,0,292,4455,780526,0,0,3,0
"68",1967,"https://commons.wikimedia.org/wiki/Category:United_States_Pacific_Command",73,21,0,2,0,0,0,0,0,0,3,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,2,4,7,4,9,9,8,6.75,8,6.333333333,0,0,0,0,0,0,536,0.925373134,0.074626866,0,0,0,0.05,0,0,0,0,100,0,100,0,0,0,0,13.04347826,0,0,0,0,1,0,602,6338,289,0,0,5,0
"69",6183,"http://ridgesandfurrows.homestead.com/",38,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,9,9,0,16,16,0,12.5,12.5,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,0,0,2160,8431,0,0,1,5,0
"70",4019,"http://steamcomnunitu.vov.ru",28,21,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,3,3,0,14,14,0,8.5,8.5,0,0,0,0,0,0,0,24,0,1,0,4,0,0.333333333,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,1,0,0,131,7174,0,0,1,1,1
"71",7798,"http://www.webopedia.com/TERM/T/TLS.html",40,17,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,1,3,1,9,9,4,4,6,3,0,0,0,0,0,0,178,0.662921348,0.337078652,0,0,0,0.15,0,0.633333333,0,1,30.95238095,0,100,0,0,0,0,66.66666667,0,0,0,0,0,0,619,8145,12421,0,0,6,0
"72",10329,"http://www.emedicinehealth.com/ct_scan/article_em.htm",53,23,0,3,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,7,3,2,3,2,15,15,7,5.142857143,9,3.6,0,0,0,0,0,0,121,0.20661157,0.79338843,0,0,0,0.09375,0,0.552083333,0,1,2.702702703,0,25,75,0,0,0,38.23529412,0,0,0,1,1,0,920,6385,37834,0,0,5,0
"73",10770,"https://fabricofmylife.co.uk/",29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,14,14,0,14,14,0,14,14,0,0,0,0,0,0,0,46,0.391304348,0.608695652,0,1,0,0.464285714,0,0.071428571,0,1,80,0,0,0,0,0,0,14.81481481,0,0,0,1,1,0,220,3798,2373127,0,0,3,0
"74",9091,"http://www.grouper.in/wp-includes/js/tinymce/etisalat.ae/",57,14,0,3,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,1,0,8,3,2,3,2,8,7,8,4.875,5,4.833333333,3,0,0,0,0,0,151,0.205298013,0.794701987,0,19,0,0.033333333,0,0.108333333,1,1,17.39130435,0,40,60,0,0,0,46.66666667,0,0,0,1,0,0,496,-1,0,0,1,0,1
"75",2240,"http://zezewifi.000webhostapp.com/",34,26,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.088235294,0.115384615,0,0,0,0,0,2,0,0,0,0,0,0,2,4,8,8,0,13,13,0,10.5,10.5,0,0,0,0,0,0,0,119,0.218487395,0.781512605,0,0,0,0.021505376,0,0.010752688,0,1,20,0,87.5,12.5,0,0,0,0,0,0,0,1,1,0,644,1547,4639,0,1,2,1
"76",6075,"https://www.calculoid.com/",26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,121,0.909090909,0.090909091,0,0,0,0,0,0.090909091,0,0,100,0,84.21052632,15.78947368,0,0,0,55.55555556,0,0,0,0,0,0,271,2651,386861,0,0,4,0
"77",1871,"http://palmist-otter-48544.bitballoon.com",41,34,0,2,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.12195122,0.147058824,0,0,0,0,0,2,0,0,0,0,0,0,4,4,5,5,0,10,10,0,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,340,2581,3704884,0,1,4,1
"78",10701,"http://totolive.sportstoto.com.my/stoto/",40,26,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,8,5,10,10,5,7.666666667,9,5,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,1,0,1,1,1,0,-1,332453,0,0,4,0
"79",602,"http://mastersndogs.ca/pyt/Gdoccc/",34,15,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,3,12,3,12,12,6,7,12,4.5,0,0,0,0,0,0,55,0.872727273,0.127272727,0,0,0,0,0,0.285714286,0,1,77.77777778,0,100,0,0,0,0,25,0,0,0,0,0,0,43,3245,0,0,1,2,1
"80",2794,"http://fantasycastlebooks.com/Tutorials/device-display-resolution.html",70,22,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,1,4,18,4,18,18,10,9,18,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,4386,0,0,1,3,0
"81",11383,"https://rebrand.ly/zitln6v",26,10,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,8,0.125,0.875,0,1,0,0,0,0,0,1,33.33333333,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2139,309382,0,1,7,1
"82",7074,"http://computer.howstuffworks.com/nat.htm",41,26,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,1,0,4,1,3,8,3,13,13,3,6.75,10.5,3,0,0,0,0,0,0,142,0.901408451,0.098591549,0,0,0,0.214285714,0,0.142857143,0,0,90.90909091,0,100,0,0,0,0,44.44444444,0,0,0,0,0,0,351,8049,1590,0,0,5,0
"83",5497,"http://tapetowanie-lodz.pl/logs/Gdrive/Gdoc/",44,19,0,1,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,4,4,4,11,11,6,5.8,7.5,4.666666667,0,0,0,0,0,0,11,0.909090909,0.090909091,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,50,0,0,0,0,0,0,198,3455,0,0,1,0,1
"84",4859,"http://www.cobrancanet.com.br/effectivemail/v2/confirmacaodeleitura.aspx",72,22,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.013888889,0,0,0,0,0,0,3,0,0,1,0,0,0,6,4,2,3,2,20,11,20,8.833333333,7,9.75,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,318,-1,0,0,0,0,1
"85",4288,"http://lazorra001.webcindario.com/app/facebook.com/?key=KxTWsPZQ0z27PS6IMNxoYKgwbIIHSYBt3GL92DPunme56wRO6mfsu9L2Mif9PU8dYakglmh3hCetRg3ve14k7O50Kuh3zA1WFilrFvAOuzszheRE8gglZkBFIFQCWQULffZGjMzHKWfd1k0MMcMJvi0GAhxv2v2ALZj9ueC9RhhTg6pXaEE1InHVpr83mL0BILYsloST&amp;lang=en",268,26,0,3,0,0,1,1,0,2,0,0,0,5,0,1,0,1,0,0,0,1,0,0,1,0.145522388,0.115384615,0,0,1,0,0,3,0,0,0,0,0,0,9,10,2,10,2,200,11,200,27.55555556,10.5,32.42857143,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,1,0,0,952,7083,17964,0,1,3,1
"86",8724,"http://www.ethernetalliance.org/wp-content/uploads/2011/10/document_files_40G_100G_Tech_overview.pdf",100,24,0,3,1,0,0,0,0,0,5,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0.11,0,0,0,0,0,0,3,1,0,0,0,0,0,14,6,2,3,2,16,16,8,5.428571429,9.5,4.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,251,6323,2131372,0,0,5,0
"87",6719,"https://outlook-webapp-portal.el.r.appspot.com/dashboard/login.php",66,38,0,5,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,9,3,1,1,3,9,7,9,5.111111111,4.833333333,5.666666667,1,0,0,0,0,0,21,0.19047619,0.80952381,0,1,0,0.176470588,0,0,0,1,0,0,20,80,0,0,0,25,0,0,0,1,1,0,228,5616,0,0,1,5,1
"88",7005,"http://cp0c7pc.du.r.appspot.com/linkedrecruiter.html",52,24,0,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.038461538,0.083333333,0,0,0,0,0,3,0,0,1,0,0,0,6,1,1,1,4,15,7,15,6,4.25,9.5,0,0,0,0,0,0,21,0.19047619,0.80952381,0,1,0,0.176470588,0,0,0,1,0,0,20,80,0,0,0,25,0,0,0,1,1,0,228,5616,0,0,1,5,1
"89",9047,"http://www.roommanager.com.au/",30,22,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,5,3,3,0,11,11,0,7,7,0,0,0,0,0,0,0,130,0.923076923,0.076923077,0,0,0,0.3,0,0.1,0,0,96,0,0,100,0,0,0,64.28571429,0,0,0,1,0,0,0,-1,800711,0,0,2,0
"90",3071,"http://secureupdate.appleld.com.duilawyeryork.com/ap/2208bc7770495e0?cmd=_update&dispatch=2208bc7770495e028&locale=_de",118,42,1,4,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.220338983,0,0,0,0,1,0,3,0,0,0,0,1,0,12,9,2,3,2,17,13,17,7.833333333,8.75,7.375,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3993,5707171,0,1,0,1
"91",1248,"http://sekabetgiriss.blogspot.com",33,26,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,1,8,8,0,13,13,0,10.5,10.5,0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5,1
"92",4272,"https://5x.to/3Ax",17,5,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.117647059,0.2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,2,3,3,2,3,2.5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,5918826,0,1,3,1
"93",2142,"https://www.fdic.gov/news/board/april04.pdf",43,12,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.046511628,0,0,0,0,0,0,3,0,1,0,0,0,0,6,3,3,3,3,7,4,7,4.333333333,3.5,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,48450,0,0,6,0
"94",7350,"http://dpdk.org/doc/guides/nics/index.html",42,8,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,6,0,3,4,3,6,4,6,4.333333333,4,4.4,0,0,0,0,0,0,756,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,0,0,197,-1,569875,0,1,5,0
"95",6969,"https://sultanbetgirii.blogspot.com",35,27,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,8,8,0,14,14,0,11,11,0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5,1
"96",3299,"http://thehelpcompany.com/candidate-resources/",46,18,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,9,14,9,14,14,9,10.66666667,14,9,0,0,0,0,0,0,79,0.278481013,0.721518987,0,10,0,0.01754386,0,0.01754386,0,1,20,0,11.11111111,88.88888889,0,0,0,40,0,0,0,1,1,0,3557,8130,1229068,0,0,4,0
"97",9724,"http://kodi.wiki/view/Basic_controls",36,9,0,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,0,4,4,4,8,4,8,5.25,4,5.666666667,1,0,0,0,0,0,183,0.967213115,0.032786885,0,0,0,0.333333333,0,0,0,1,87.5,0,93.33333333,6.666666667,0,0,0,89.65517241,0,0,0,0,0,0,310,2247,50432,0,0,5,0
"98",5001,"https://www.microsoft.com/en-gb/store/p/itv-hub/9wzdncrfhzh7",60,17,0,2,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0.033333333,0,0,0,0,0,0,2,1,0,1,0,1,0,9,3,1,3,1,12,9,12,4.444444444,6,4,0,1,0,0,0,0,100,0.47,0.53,0,0,0,0.20754717,0,0.226415094,0,1,31.81818182,0,9.090909091,90.90909091,0,0,0,66.66666667,0,0,0,0,0,0,285,10674,23,0,1,8,0
"99",9648,"http://www.yilport.n.nu/",24,16,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,3,1,1,0,7,7,0,3.666666667,3.666666667,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0.125,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2692,-1,0,0,0,3,0
"100",4745,"http://www.rogerebert.com/reviews/bridge-of-spies-2015",54,18,0,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.074074074,0,0,0,0,0,0,2,0,0,1,0,1,0,7,3,2,3,2,10,10,7,5.285714286,6.5,4.8,1,0,0,0,0,0,157,0.923566879,0.076433121,0,1,0,0.166666667,0,0.083333333,1,1,78.94736842,0,83.33333333,16.66666667,0,0,0,20,0,0,0,1,1,0,2392,-1,10619,0,0,6,0
"101",10717,"https://informationchase2.app.link/5oMgCmb7b5",45,26,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.088888889,0.038461538,0,0,0,0,0,2,0,0,0,0,0,0,3,1,3,3,10,17,17,10,10,10,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2430,1953,4365,0,1,3,1
"102",7375,"http://amazon.de.p122421.com/",29,21,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.206896552,0.285714286,0,0,0,0,0,3,0,0,0,0,0,0,3,1,2,2,0,7,7,0,5,5,0,0,0,0,0,0,0,11,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,109,257,0,0,0,0,1
"103",4465,"https://www.coxandson.com/",26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,261,0.858237548,0.141762452,0,2,0,0.027027027,0,0,0,1,92.59259259,0,13.33333333,86.66666667,0,0,0,85.71428571,0,0,0,1,1,0,339,4774,0,0,0,1,0
"104",10102,"https://support-appleld.com.secureupdate.duilawyeryork.com/ap/b6e09c01b3658c1/?cmd=_update&dispatch=b6e09c01b3658c15f&locale=_US",128,50,1,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0.1640625,0,0,0,0,1,0,3,1,0,0,0,0,0,13,2,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3993,5707171,0,1,0,1
"105",8490,"http://saigonsportcity.com/wp-content/plugins/Chasesupdate/Logon.php?LOB=RBGverify&amp;_pageLabel=page_verify",109,19,0,2,1,0,1,1,0,2,2,0,0,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,13,0,2,15,2,15,15,12,6.615384615,15,5.916666667,3,0,0,0,0,0,47,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,29,1432,0,0,1,0,1
"106",4553,"http://oldschool-membership.com/m=weblogin/loginform.ws821,321,584,42184523,3.html",82,24,1,3,1,0,0,0,0,1,0,0,0,4,0,1,4,0,0,0,0,0,0,0,1,0.219512195,0,0,0,0,0,0,3,1,0,0,0,0,0,7,1,1,9,1,24,10,24,9.285714286,9.5,9.2,2,0,0,0,0,0,61,0.081967213,0.918032787,0,2,0,0.160714286,0,0.696428571,0,1,14.28571429,0,100,0,0,0,0,0,0,0,0,1,0,0,210,520,0,0,1,0,1
"107",10312,"http://belizetourguides.com/libraries/windwalker/vendor/asika/joomla-console/Joomla/Console/Tests/Output/gm_css_monitor/shop_content.php/suh/urhwb/?return=sqtskuh10590n",168,20,0,2,1,0,1,0,0,1,3,0,0,16,0,1,0,0,0,0,0,0,0,0,1,0.029761905,0,0,0,0,0,0,2,1,0,0,0,1,0,21,3,2,16,2,16,16,13,6.476190476,16,6,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,1,0,0,11,1838,0,0,1,1,1
"108",5470,"http://hostpoint.ch.0f79025d.net2care.com/ar2",45,34,1,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.177777778,0.205882353,0,0,0,0,0,3,0,0,0,0,1,0,5,0,2,2,3,9,9,3,6,6.75,3,0,0,0,0,0,0,4,0.25,0.75,0,0,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,1,0,0,358,372,0,0,1,1,1
"109",9600,"http://www.imdb.com/Title?0096641",33,12,1,2,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.212121212,0,0,0,0,0,0,2,0,1,0,0,2,0,4,5,3,3,5,7,4,7,4.75,3.5,6,0,1,0,0,0,0,584,0.748287671,0.251712329,0,4,0,0.00680272099999999,0,0,0,1,0,0,0,100,0,0,0,94.54545455,0,0,0,0,0,0,1261,8964,70,0,0,8,0
"110",2660,"http://www.askapache.com/online-tools/mac-lookup/",49,17,0,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,6,5,3,3,3,9,9,6,5.333333333,6,5,0,0,0,0,0,0,157,0.23566879,0.76433121,0,0,0,0.191666667,0,0.041666667,0,1,16.66666667,0,0,100,0,0,0,3.47826087,0,0,0,1,0,0,764,5079,97457,0,0,5,0
"111",6715,"http://transcript.login.getwetusa.com/",38,30,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,5,0,10,10,0,8,8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,290,1901,0,0,1,0,1
"112",1075,"http://www.criaderodecaracoles.com/",35,27,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,19,19,0,11,11,0,0,0,0,0,0,0,5,0.6,0.4,0,0,0,0.5,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,1,1,0,166,2756,0,0,0,2,0
